text,label
no he is not their fighting for the right to keep fucking their sibling and their child,0
rt draymond had lebron eye looking like that too nigga dead as be digging in his butt before game,0
rt which is why you dumb bum need to stop getting your lash done from any random lash tech make sure they are certified at lea,0
rt help rt hi everyone i need your help to report this instagram acc he is using someone vid to make his so,1
you are pouring up a,1
i agree with president trump,1
rt if you are feeling sorry for the people of king landing just remember they rooted for neds execution gameofthrones http,1
i canot fucking wait for this week to be over to be honest the absolute gall of certain people on here is absolutely beyond me,0
we know you probably legitimately think you are living under a tyrannical l,1
rt this fandom fucking suck now wa the bestwe were never problematic back ariana wa our little secret every oth,0
rt when the netflix movie is finally over and it is time to fuck,0
you were righteous and fierce we are going to need more of that if we are ever going to crawl out of this slagheap of corruption,1
because she is as like the cyst on her as,0
rt some dumbass dmed me telling me i could not dance to when the party over so here you go fuck you greg,0
rt go go go firefirefirefireflexedbicepsheydayxperthsaint,1
jon a bitch,0
rt this shit ha me dying facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyloudlycryingfaceloudlycryingface,0
rt i wonder what trump supporter think about my undocumented as graduating undergrad in year with major chemathbio,0
bitch what the fuck,0
rt from being an illegal immigrant from nigeria to being a college graduatein other word fuck donald trump,0
cmon dude keep it on the damn fairway do not give this away,0
rt lol what a trash as ending gameofthronesfinale,0
rt fuck sluty busty milf stepmom now smilingfacewithearteyesmilingfacewithearteyeskismarkismarkfirefiresweatdropletsweatdroplets for free downarowdownarowclick here enjoy fuckdownarowdownarowkismark kismark h,0
a far a i am concerned that is america as,0
this the cutest shit i have ever seen,0
rt and a pragya thakur defends his father guess which party will be his choice rather which party will welcome him wit,1
rt yixing weibo update uh are you fat or is your fur just long dogface,1
rt you all can stick your damn cry tweet up your as and i honestly feel bad for blackpink and that they have fan like you gu,0
mag news test mode may at pm,1
they cooperated a much a they could before your friend her twted their private info just like th,1
rt juke jam by chance the rapper is a fucking classic,0
rt if ever there wa an advert for abolishing the lord it is lord bichard who say retired people could do work for pension pe,1
people followed me automatically checked by,1
all i hear is my sibling coming in the house ew what is that awful smell jes did you poop again me i am sick sorry,0
rt nigerian do not have chill they have made a music video for the fuck you but to jesus be my glory guy facewithtearsofjoy,0
rt if i canot have you bitch you can have me all of me,0
rt georgia will put your as in jail if you go out of state for an abortion colorado do not give af if you got some mushroom,0
rt wait a fucking minute egman those are not the chaos emerald,0
i wanted thit to save her from him here and beat the shit out of him and after that out of himself too,0
thank you so muchtwoheartstwoheartsnobody deserves to go through something a horrid a that you are so strong ahredheart,1
you need this here you go avalanchethearchitect drake,1
her if you do not get two kill in two shot i am going through your phone me fortnite xboxshare,1
it is becoming increasingly unclear to me why you are still advocating for another pipeline when you,1
rt you are that bitch you got dis,0
you are pregnant you whore,0
rt fuck just seeing their smol polite smile set my heart on fire,0
tell me what it is that you want from me,1
rt warningwarningonly a few minute leftwarningwarningo go go bmastopsocial bts,1
rt close as game lol,0
rt cannae believe the shamble that wa the ballot for the final which fickwit at cp decided to fuck people over ticket,0
rt ugh help u have the show back instead i do not want to say bye savestar renewstar,1
rt taehyung and visual always go hand in hand,1
rt gamora getting ready to give the gay everything we want,1
like indireta com a inicial go go,1
rolingontheflorlaughing bun him anyway he cheated,0
mfers be sick aslhundredpoints that is why i just do me,0
if we would stop treating clinical term a taboo they would not be taboo saying word like penis vagina sper,1
we need a word for going somewhere alonesiting and waiting for some stranger to approach you,1
my sister thought she wa so slick coming into the house drunk my dad caught her exposed tf out of her facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
wow i hate myself so much like i am wow of how much needy selfish cry bitch stupid ugly and unworthy i am,0
